Village Code,Village,District,Regency/City,Province,Household,Total Population,D1_Disabled Male Ratio,D2_Disabled Female Ratio,D3_Non Disabled Male Ratio,D4_Non Disable Female Ratio,A1_Children Ratio,A2_Adolescent Ratio,A3_Young Adults Ratio,A4_Middle Age Ratio,A5_Elderly Ratio,A6_Senior Ratio,D1A1,D1A2,D1A3,D1A4,D1A5,D1A6,D2A1,D2A2,D2A3,D2A4,D2A5,D2A6,D3A1,D3A2,D3A3,D3A4,D3A5,D3A6,D4A1,D4A2,D4A3,D4A4,D4A5,D4A6
51.02.03.2002,Mundeh Kangin,Selemadeg Barat,Tabanan,Bali,696,2093,0.0029,0.0019,0.5069,0.4883,0.1003,0.1319,0.2776,0.2967,0.1037,0.0898,0.0003,0.0004,0.0008,0.0009,0.0003,0.0003,0.0002,0.0003,0.0005,0.0006,0.0002,0.0002,0.0509,0.0668,0.1407,0.1504,0.0526,0.0455,0.049,0.0644,0.1355,0.1449,0.0506,0.0439
51.02.03.2008,Mundeh Kauh,Selemadeg Barat,Tabanan,Bali,506,1489,0.0013,0.0013,0.4889,0.5084,0.1081,0.1075,0.2874,0.2948,0.1169,0.0853,0.0001,0.0001,0.0004,0.0004,0.0002,0.0001,0.0001,0.0001,0.0004,0.0004,0.0002,0.0001,0.0529,0.0525,0.1405,0.1441,0.0571,0.0417,0.055,0.0546,0.1461,0.1499,0.0594,0.0434
51.08.04.2006,Munduk,Banjar,Buleleng,Bali,2311,7143,0.0049,0.0029,0.5061,0.4861,0.1221,0.1726,0.2954,0.2695,0.0848,0.0556,0.0006,0.0008,0.0014,0.0013,0.0004,0.0003,0.0004,0.0005,0.0009,0.0008,0.0002,0.0002,0.0618,0.0874,0.1495,0.1364,0.0429,0.0281,0.0593,0.0839,0.1436,0.131,0.0412,0.027
51.08.02.2007,Munduk Bestala,Seririt,Buleleng,Bali,386,1100,0.0064,0.0091,0.4882,0.4964,0.1109,0.1218,0.3027,0.28,0.1191,0.0655,0.0007,0.0008,0.0019,0.0018,0.0008,0.0004,0.001,0.0011,0.0028,0.0025,0.0011,0.0006,0.0541,0.0595,0.1478,0.1367,0.0581,0.032,0.0551,0.0605,0.1503,0.139,0.0591,0.0325
51.02.10.2005,Munduk Temu,Pupuan,Tabanan,Bali,1273,3836,0.0068,0.0052,0.4948,0.4932,0.1066,0.1296,0.2662,0.2959,0.1126,0.0892,0.0007,0.0009,0.0018,0.002,0.0008,0.0006,0.0006,0.0007,0.0014,0.0015,0.0006,0.0005,0.0528,0.0641,0.1317,0.1464,0.0557,0.0441,0.0526,0.0639,0.1313,0.1459,0.0555,0.044
51.03.02.2001,Munggu,Mengwi,Badung,Bali,1591,7417,0.0065,0.005,0.4962,0.4924,0.1244,0.1257,0.2893,0.2891,0.0946,0.0769,0.0008,0.0008,0.0019,0.0019,0.0006,0.0005,0.0006,0.0006,0.0014,0.0014,0.0005,0.0004,0.0617,0.0623,0.1436,0.1434,0.047,0.0381,0.0613,0.0619,0.1425,0.1423,0.0466,0.0378
51.08.01.2007,Musi,Gerokgak,Buleleng,Bali,1207,3717,0.0022,0.0032,0.5052,0.4894,0.1415,0.1692,0.2809,0.2803,0.0753,0.0527,0.0003,0.0004,0.0006,0.0006,0.0002,0.0001,0.0005,0.0005,0.0009,0.0009,0.0002,0.0002,0.0715,0.0855,0.1419,0.1416,0.0381,0.0266,0.0693,0.0828,0.1375,0.1372,0.0369,0.0258
51.08.06.2014,Nagasepaha,Buleleng,Buleleng,Bali,665,1963,0.0082,0.0102,0.4916,0.4901,0.1289,0.1635,0.2894,0.2822,0.0718,0.0642,0.0011,0.0013,0.0024,0.0023,0.0006,0.0005,0.0013,0.0017,0.0029,0.0029,0.0007,0.0007,0.0634,0.0804,0.1422,0.1387,0.0353,0.0316,0.0632,0.0801,0.1418,0.1383,0.0352,0.0315
51.07.05.2012,Nawa Kerti,Abang,Karangasem,Bali,1342,4327,0,0,0.5172,0.4828,0.1636,0.1793,0.3108,0.238,0.0601,0.0481,0,0,0,0,0,0,0,0,0,0,0,0,0.0846,0.0928,0.1608,0.1231,0.0311,0.0249,0.079,0.0866,0.1501,0.1149,0.029,0.0232
51.05.02.2001,Negari,Banjarangkan,Klungkung,Bali,731,2950,0.0054,0.0078,0.5017,0.4851,0.1078,0.1536,0.2614,0.298,0.0881,0.0912,0.0006,0.0008,0.0014,0.0016,0.0005,0.0005,0.0008,0.0012,0.002,0.0023,0.0007,0.0007,0.0541,0.077,0.1311,0.1495,0.0442,0.0457,0.0523,0.0745,0.1268,0.1445,0.0428,0.0442
51.07.03.2007,Ngis,Manggis,Karangasem,Bali,748,2426,0,0,0.5132,0.4868,0.1175,0.1315,0.2605,0.31,0.0837,0.0969,0,0,0,0,0,0,0,0,0,0,0,0,0.0603,0.0675,0.1337,0.1591,0.0429,0.0497,0.0572,0.064,0.1268,0.1509,0.0407,0.0472
51.07.01.2001,Nongan,Rendang,Karangasem,Bali,1981,6347,0.0006,0.0006,0.5064,0.4924,0.1199,0.1437,0.2652,0.2754,0.0974,0.0985,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.0607,0.0728,0.1343,0.1395,0.0493,0.0499,0.059,0.0707,0.1306,0.1356,0.0479,0.0485
51.01.04.2005,Nusasari,Melaya,Jembrana,Bali,932,3857,0.0034,0.0021,0.4942,0.5004,0.1252,0.1434,0.3008,0.2803,0.0977,0.0526,0.0004,0.0005,0.001,0.0009,0.0003,0.0002,0.0003,0.0003,0.0006,0.0006,0.0002,0.0001,0.0619,0.0709,0.1486,0.1385,0.0483,0.026,0.0627,0.0717,0.1505,0.1402,0.0489,0.0263
51.05.02.2009,Nyalian,Banjarangkan,Klungkung,Bali,1347,5722,0.0051,0.0026,0.4921,0.5002,0.1267,0.1583,0.2805,0.2754,0.0855,0.0736,0.0006,0.0008,0.0014,0.0014,0.0004,0.0004,0.0003,0.0004,0.0007,0.0007,0.0002,0.0002,0.0624,0.0779,0.138,0.1355,0.0421,0.0362,0.0634,0.0792,0.1403,0.1378,0.0427,0.0368
51.02.06.2008,Nyambu,Kediri,Tabanan,Bali,1163,3694,0.0076,0.0049,0.484,0.5035,0.1267,0.127,0.2661,0.2823,0.1015,0.0964,0.001,0.001,0.002,0.0021,0.0008,0.0007,0.0006,0.0006,0.0013,0.0014,0.0005,0.0005,0.0613,0.0615,0.1288,0.1367,0.0491,0.0466,0.0638,0.0639,0.134,0.1422,0.0511,0.0485
51.05.02.2012,Nyanglan,Banjarangkan,Klungkung,Bali,454,1501,0.0007,0.0033,0.5043,0.4917,0.1106,0.1446,0.2552,0.3165,0.0866,0.0866,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.0004,0.0005,0.0008,0.0011,0.0003,0.0003,0.0558,0.0729,0.1287,0.1596,0.0437,0.0437,0.0544,0.0711,0.1255,0.1556,0.0426,0.0426
51.02.06.2011,Nyitdah,Kediri,Tabanan,Bali,1450,4737,0.0055,0.0046,0.4976,0.4923,0.1121,0.1205,0.2784,0.3175,0.0931,0.0783,0.0006,0.0007,0.0015,0.0017,0.0005,0.0004,0.0005,0.0006,0.0013,0.0015,0.0004,0.0004,0.0558,0.06,0.1385,0.158,0.0463,0.039,0.0552,0.0593,0.1371,0.1563,0.0458,0.0386
51.07.03.2005,Nyuh Tebel,Manggis,Karangasem,Bali,828,2744,0,0,0.5077,0.4923,0.1265,0.1469,0.2919,0.2941,0.0743,0.0663,0,0,0,0,0,0,0,0,0,0,0,0,0.0642,0.0746,0.1482,0.1493,0.0377,0.0337,0.0623,0.0723,0.1437,0.1448,0.0366,0.0327
51.08.09.2002,Pacung,Tejakula,Buleleng,Bali,1233,4321,0.0032,0.0025,0.505,0.4892,0.1551,0.178,0.2893,0.2673,0.0588,0.0516,0.0005,0.0006,0.0009,0.0009,0.0002,0.0002,0.0004,0.0005,0.0007,0.0007,0.0001,0.0001,0.0783,0.0899,0.1461,0.135,0.0297,0.0261,0.0759,0.0871,0.1415,0.1308,0.0288,0.0252
51.07.04.1003,Padang Kerta,Karangasem,Karangasem,Bali,3075,9651,0.0037,0.0033,0.4867,0.5063,0.1359,0.1662,0.282,0.2612,0.0948,0.0598,0.0005,0.0006,0.0011,0.001,0.0004,0.0002,0.0005,0.0006,0.0009,0.0009,0.0003,0.0002,0.0662,0.0809,0.1373,0.1271,0.0461,0.0291,0.0688,0.0841,0.1428,0.1322,0.048,0.0303
51.71.03.2011,Padangsambian Kaja,Denpasar Barat,Kota Denpasar,Bali,4778,17802,0.0014,0.0014,0.4956,0.5016,0.13,0.1583,0.3029,0.3038,0.0707,0.0343,0.0002,0.0002,0.0004,0.0004,0.0001,0,0.0002,0.0002,0.0004,0.0004,0.0001,0,0.0644,0.0784,0.1501,0.1505,0.035,0.017,0.0652,0.0794,0.152,0.1524,0.0354,0.0172
51.02.10.2009,Padangan,Pupuan,Tabanan,Bali,611,2158,0.0019,0.0019,0.5042,0.4921,0.0816,0.1172,0.26,0.3109,0.1297,0.1006,0.0002,0.0002,0.0005,0.0006,0.0002,0.0002,0.0002,0.0002,0.0005,0.0006,0.0002,0.0002,0.0411,0.0591,0.1311,0.1568,0.0654,0.0507,0.0401,0.0577,0.1279,0.153,0.0639,0.0495
51.07.03.2009,Padangbai,Manggis,Karangasem,Bali,1075,3720,0,0,0.4965,0.5035,0.1409,0.1683,0.2884,0.2742,0.0815,0.0468,0,0,0,0,0,0,0,0,0,0,0,0,0.0699,0.0836,0.1432,0.1361,0.0404,0.0232,0.0709,0.0847,0.1452,0.1381,0.041,0.0236
51.08.05.2008,Padangbulia,Sukasada,Buleleng,Bali,1361,4222,0.0028,0.0024,0.5076,0.4872,0.1336,0.1694,0.292,0.2693,0.082,0.0538,0.0004,0.0005,0.0008,0.0008,0.0002,0.0002,0.0003,0.0004,0.0007,0.0006,0.0002,0.0001,0.0678,0.086,0.1482,0.1367,0.0416,0.0273,0.0651,0.0825,0.1423,0.1312,0.0399,0.0262
51.71.03.1010,Padangsambian,Denpasar Barat,Kota Denpasar,Bali,7807,30077,0.0016,0.001,0.4984,0.499,0.125,0.1566,0.3059,0.307,0.0757,0.0297,0.0002,0.0002,0.0005,0.0005,0.0001,0,0.0001,0.0002,0.0003,0.0003,0.0001,0,0.0623,0.0781,0.1525,0.153,0.0377,0.0148,0.0624,0.0782,0.1527,0.1532,0.0378,0.0148
51.71.03.2001,Padangsambian Kelod,Denpasar Barat,Kota Denpasar,Bali,5468,20566,0.0022,0.0015,0.493,0.5034,0.1185,0.1499,0.3142,0.3116,0.0745,0.0313,0.0003,0.0003,0.0007,0.0007,0.0002,0.0001,0.0002,0.0002,0.0005,0.0005,0.0001,0,0.0584,0.0739,0.1549,0.1536,0.0367,0.0154,0.0596,0.0754,0.1581,0.1569,0.0375,0.0158
51.02.10.2012,Pajahan,Pupuan,Tabanan,Bali,745,2627,0.0034,0.0019,0.4998,0.4949,0.1172,0.1245,0.2592,0.2897,0.118,0.0914,0.0004,0.0004,0.0009,0.001,0.0004,0.0003,0.0002,0.0002,0.0005,0.0006,0.0002,0.0002,0.0586,0.0622,0.1296,0.1448,0.059,0.0457,0.058,0.0616,0.1283,0.1434,0.0584,0.0452
51.08.06.1009,Paket Agung,Buleleng,Buleleng,Bali,874,2700,0.0078,0.0041,0.4978,0.4904,0.1259,0.1678,0.2767,0.2837,0.0841,0.0619,0.001,0.0013,0.0022,0.0022,0.0007,0.0005,0.0005,0.0007,0.0011,0.0012,0.0003,0.0003,0.0627,0.0835,0.1377,0.1412,0.0419,0.0308,0.0618,0.0823,0.1357,0.1391,0.0412,0.0303
51.08.08.2002,Pakisan,Kubutambahan,Buleleng,Bali,1835,5668,0.0049,0.0044,0.5069,0.4838,0.1339,0.1768,0.2872,0.2728,0.0757,0.0536,0.0007,0.0009,0.0014,0.0013,0.0004,0.0003,0.0006,0.0008,0.0013,0.0012,0.0003,0.0002,0.0679,0.0896,0.1456,0.1383,0.0384,0.0272,0.0648,0.0855,0.139,0.132,0.0366,0.0259
51.05.04.2001,Paksebali,Dawan,Klungkung,Bali,1638,5664,0.0042,0.003,0.4951,0.4977,0.1222,0.1458,0.2853,0.282,0.0925,0.0722,0.0005,0.0006,0.0012,0.0012,0.0004,0.0003,0.0004,0.0004,0.0009,0.0008,0.0003,0.0002,0.0605,0.0722,0.1412,0.1396,0.0458,0.0357,0.0608,0.0726,0.142,0.1403,0.046,0.0359
51.08.05.2001,Pancasari,Sukasada,Buleleng,Bali,1531,5735,0.0021,0.001,0.4964,0.5004,0.1496,0.1667,0.2959,0.2703,0.0746,0.0429,0.0003,0.0003,0.0006,0.0006,0.0002,0.0001,0.0002,0.0002,0.0003,0.0003,0.0001,0,0.0743,0.0828,0.1469,0.1342,0.037,0.0213,0.0749,0.0834,0.1481,0.1353,0.0373,0.0215
51.02.06.2009,Pandak Bandung,Kediri,Tabanan,Bali,954,2937,0.0099,0.0051,0.4903,0.4947,0.1154,0.126,0.285,0.3061,0.1032,0.0644,0.0011,0.0012,0.0028,0.003,0.001,0.0006,0.0006,0.0006,0.0015,0.0016,0.0005,0.0003,0.0566,0.0618,0.1397,0.1501,0.0506,0.0316,0.0571,0.0623,0.141,0.1514,0.051,0.0318
51.02.06.2010,Pandak Gede,Kediri,Tabanan,Bali,1897,6686,0.0021,0.001,0.491,0.5058,0.1105,0.1434,0.2634,0.3174,0.0933,0.0719,0.0002,0.0003,0.0006,0.0007,0.0002,0.0002,0.0001,0.0002,0.0003,0.0003,0.0001,0.0001,0.0543,0.0704,0.1293,0.1558,0.0458,0.0353,0.0559,0.0726,0.1332,0.1605,0.0472,0.0364
51.02.04.2007,Pangkung Karung,Kerambitan,Tabanan,Bali,1054,3087,0.0045,0.0039,0.4901,0.5015,0.1153,0.1079,0.2611,0.2925,0.1199,0.1033,0.0005,0.0005,0.0012,0.0013,0.0005,0.0005,0.0004,0.0004,0.001,0.0011,0.0005,0.0004,0.0565,0.0529,0.128,0.1434,0.0587,0.0506,0.0578,0.0541,0.1309,0.1467,0.0601,0.0518
51.02.06.2002,Pangkung Tibah,Kediri,Tabanan,Bali,439,1394,0.0093,0.0136,0.4914,0.4857,0.1098,0.1241,0.2654,0.2963,0.1298,0.0746,0.001,0.0012,0.0025,0.0028,0.0012,0.0007,0.0015,0.0017,0.0036,0.004,0.0018,0.001,0.0539,0.061,0.1304,0.1456,0.0638,0.0367,0.0533,0.0603,0.1289,0.1439,0.0631,0.0362
51.08.02.2018,Pangkungparuk,Seririt,Buleleng,Bali,2558,7781,0.0049,0.0035,0.4969,0.4948,0.1574,0.1672,0.2998,0.2543,0.0716,0.0496,0.0008,0.0008,0.0015,0.0012,0.0003,0.0002,0.0005,0.0006,0.001,0.0009,0.0002,0.0002,0.0782,0.0831,0.149,0.1264,0.0356,0.0246,0.0779,0.0827,0.1484,0.1258,0.0354,0.0245
51.03.04.2006,Pangsan,Petang,Badung,Bali,942,2997,0.019,0.022,0.4678,0.4912,0.1228,0.1345,0.2893,0.2759,0.0991,0.0784,0.0023,0.0026,0.0055,0.0052,0.0019,0.0015,0.0027,0.003,0.0064,0.0061,0.0022,0.0017,0.0574,0.0629,0.1353,0.1291,0.0464,0.0367,0.0603,0.066,0.1421,0.1355,0.0487,0.0385
51.01.03.2005,Pangyangan,Pekutatan,Jembrana,Bali,466,1822,0.0066,0.0044,0.4901,0.4989,0.1164,0.1476,0.2739,0.2881,0.1065,0.0675,0.0008,0.001,0.0018,0.0019,0.0007,0.0004,0.0005,0.0006,0.0012,0.0013,0.0005,0.0003,0.057,0.0724,0.1342,0.1412,0.0522,0.0331,0.0581,0.0737,0.1366,0.1438,0.0531,0.0337
51.71.01.1004,Panjer,Denpasar Selatan,Kota Denpasar,Bali,6829,24409,0.0012,0.0008,0.4906,0.5074,0.122,0.1603,0.3007,0.3011,0.0737,0.0422,0.0001,0.0002,0.0004,0.0004,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0,0.0598,0.0786,0.1476,0.1477,0.0362,0.0207,0.0619,0.0813,0.1526,0.1528,0.0374,0.0214
51.08.05.2011,Panji,Sukasada,Buleleng,Bali,4072,12995,0.0053,0.0038,0.491,0.5,0.148,0.1795,0.3034,0.2617,0.0651,0.0422,0.0008,0.001,0.0016,0.0014,0.0003,0.0002,0.0006,0.0007,0.0011,0.001,0.0002,0.0002,0.0727,0.0881,0.149,0.1285,0.032,0.0207,0.074,0.0898,0.1517,0.1308,0.0325,0.0211
51.08.05.2012,Panji Anom,Sukasada,Buleleng,Bali,2303,7310,0.0064,0.0048,0.5014,0.4874,0.1383,0.18,0.3057,0.2631,0.0687,0.0442,0.0009,0.0012,0.002,0.0017,0.0004,0.0003,0.0007,0.0009,0.0015,0.0013,0.0003,0.0002,0.0693,0.0903,0.1533,0.1319,0.0344,0.0222,0.0674,0.0877,0.149,0.1282,0.0335,0.0215
51.07.03.2011,Pesedahan,Manggis,Karangasem,Bali,645,1870,0,0,0.4856,0.5144,0.1011,0.1604,0.2679,0.2989,0.1,0.0717,0,0,0,0,0,0,0,0,0,0,0,0,0.0491,0.0779,0.1301,0.1451,0.0486,0.0348,0.052,0.0825,0.1378,0.1538,0.0514,0.0369
51.08.01.2010,Patas,Gerokgak,Buleleng,Bali,3882,12541,0.0061,0.0037,0.5018,0.4883,0.168,0.1795,0.2934,0.2569,0.0635,0.0388,0.001,0.0011,0.0018,0.0016,0.0004,0.0002,0.0006,0.0007,0.0011,0.001,0.0002,0.0001,0.0843,0.0901,0.1472,0.1289,0.0318,0.0194,0.082,0.0876,0.1433,0.1255,0.031,0.0189
51.08.02.2014,Patemon,Seririt,Buleleng,Bali,2863,8840,0.0025,0.0019,0.4924,0.5032,0.1363,0.1695,0.2844,0.2747,0.0781,0.0571,0.0003,0.0004,0.0007,0.0007,0.0002,0.0001,0.0003,0.0003,0.0005,0.0005,0.0002,0.0001,0.0671,0.0834,0.14,0.1352,0.0384,0.0281,0.0686,0.0853,0.1431,0.1382,0.0393,0.0287
51.02.07.2012,Payangan,Marga,Tabanan,Bali,1206,3456,0.0081,0.0035,0.4792,0.5093,0.1102,0.1155,0.2595,0.2914,0.1256,0.0978,0.0009,0.0009,0.0021,0.0024,0.001,0.0008,0.0004,0.0004,0.0009,0.001,0.0004,0.0003,0.0528,0.0553,0.1244,0.1396,0.0602,0.0469,0.0561,0.0588,0.1322,0.1484,0.064,0.0498
51.03.05.2001,Pecatu,Kuta Selatan,Badung,Bali,2515,8576,0.0062,0.0048,0.4815,0.5076,0.1347,0.1433,0.2689,0.2772,0.0984,0.0775,0.0008,0.0009,0.0017,0.0017,0.0006,0.0005,0.0006,0.0007,0.0013,0.0013,0.0005,0.0004,0.0648,0.069,0.1295,0.1334,0.0474,0.0373,0.0684,0.0727,0.1365,0.1407,0.05,0.0394
51.05.01.2010,Ped,Nusa Penida,Klungkung,Bali,1390,5502,0.0013,0.0013,0.5025,0.4949,0.1496,0.1425,0.2997,0.2612,0.0811,0.066,0.0002,0.0002,0.0004,0.0003,0.0001,0.0001,0.0002,0.0002,0.0004,0.0003,0.0001,0.0001,0.0752,0.0716,0.1506,0.1313,0.0407,0.0332,0.074,0.0705,0.1483,0.1293,0.0401,0.0327
51.08.04.2008,Pedawa,Banjar,Buleleng,Bali,1925,5587,0.0088,0.0072,0.504,0.48,0.1165,0.15,0.283,0.2977,0.0879,0.065,0.001,0.0013,0.0025,0.0026,0.0008,0.0006,0.0008,0.0011,0.002,0.0021,0.0006,0.0005,0.0587,0.0756,0.1426,0.15,0.0443,0.0327,0.0559,0.072,0.1358,0.1429,0.0422,0.0312
51.71.01.1002,Pedungan,Denpasar Selatan,Kota Denpasar,Bali,6596,25784,0.0016,0.0009,0.4939,0.5035,0.1275,0.1581,0.3003,0.3034,0.0743,0.0364,0.0002,0.0003,0.0005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0003,0.0003,0.0001,0,0.063,0.0781,0.1483,0.1498,0.0367,0.018,0.0642,0.0796,0.1512,0.1528,0.0374,0.0183
51.08.05.2007,Pegadungan,Sukasada,Buleleng,Bali,1003,3013,0.0076,0.0023,0.4942,0.4959,0.1318,0.164,0.2854,0.2655,0.0833,0.07,0.001,0.0013,0.0022,0.002,0.0006,0.0005,0.0003,0.0004,0.0007,0.0006,0.0002,0.0002,0.0651,0.081,0.1411,0.1312,0.0412,0.0346,0.0653,0.0813,0.1415,0.1317,0.0413,0.0347
51.08.05.2005,Pegayaman,Sukasada,Buleleng,Bali,2253,8108,0.0011,0.0011,0.506,0.4917,0.2081,0.1957,0.3263,0.1999,0.0412,0.0287,0.0002,0.0002,0.0004,0.0002,0,0,0.0002,0.0002,0.0004,0.0002,0,0,0.1053,0.099,0.1651,0.1012,0.0208,0.0145,0.1023,0.0962,0.1605,0.0983,0.0203,0.0141
51.71.04.1009,Peguyangan,Denpasar Utara,Kota Denpasar,Bali,3677,15064,0.0019,0.0019,0.4987,0.4974,0.1282,0.1497,0.2984,0.2856,0.0905,0.0477,0.0002,0.0003,0.0006,0.0005,0.0002,0.0001,0.0002,0.0003,0.0006,0.0005,0.0002,0.0001,0.0639,0.0747,0.1488,0.1424,0.0451,0.0238,0.0638,0.0745,0.1484,0.1421,0.045,0.0237
51.71.04.2010,Peguyangan Kaja,Denpasar Utara,Kota Denpasar,Bali,2345,9651,0.0038,0.0034,0.4899,0.5028,0.1337,0.1549,0.3044,0.2992,0.0676,0.0402,0.0005,0.0006,0.0012,0.0011,0.0003,0.0002,0.0005,0.0005,0.001,0.001,0.0002,0.0001,0.0655,0.0759,0.1491,0.1466,0.0331,0.0197,0.0672,0.0779,0.1531,0.1505,0.034,0.0202
51.71.04.2011,Peguyangan Kangin,Denpasar Utara,Kota Denpasar,Bali,5076,20056,0.0012,0.0008,0.4979,0.5001,0.1361,0.1576,0.3096,0.2982,0.07,0.0285,0.0002,0.0002,0.0004,0.0004,0.0001,0,0.0001,0.0001,0.0002,0.0002,0.0001,0,0.0678,0.0784,0.1541,0.1485,0.0349,0.0142,0.0681,0.0788,0.1548,0.1491,0.035,0.0143
51.08.01.2002,Pejarakan,Gerokgak,Buleleng,Bali,3789,12316,0.0069,0.0057,0.4947,0.4927,0.1598,0.179,0.3004,0.2537,0.0693,0.0378,0.0011,0.0012,0.0021,0.0018,0.0005,0.0003,0.0009,0.001,0.0017,0.0014,0.0004,0.0002,0.0791,0.0885,0.1486,0.1255,0.0343,0.0187,0.0787,0.0882,0.148,0.125,0.0342,0.0186
51.02.06.2012,Pejaten,Kediri,Tabanan,Bali,1378,4343,0.0005,0,0.4932,0.5063,0.108,0.1236,0.2726,0.3108,0.108,0.0769,0,0.0001,0.0001,0.0001,0,0,0,0,0,0,0,0,0.0533,0.061,0.1345,0.1533,0.0533,0.0379,0.0547,0.0626,0.138,0.1574,0.0547,0.0389
51.04.04.2001,Pejeng,Tampaksiring,Gianyar,Bali,1399,5976,0.0032,0.0037,0.4962,0.497,0.1339,0.1347,0.2928,0.2835,0.0855,0.0696,0.0004,0.0004,0.0009,0.0009,0.0003,0.0002,0.0005,0.0005,0.0011,0.001,0.0003,0.0003,0.0664,0.0668,0.1453,0.1406,0.0424,0.0345,0.0665,0.0669,0.1455,0.1409,0.0425,0.0346
51.04.04.2006,Pejeng Kaja,Tampaksiring,Gianyar,Bali,1296,5606,0.0037,0.0025,0.5075,0.4863,0.1291,0.1395,0.3002,0.2918,0.079,0.0603,0.0005,0.0005,0.0011,0.0011,0.0003,0.0002,0.0003,0.0003,0.0007,0.0007,0.0002,0.0002,0.0655,0.0708,0.1524,0.1481,0.0401,0.0306,0.0628,0.0678,0.146,0.1419,0.0384,0.0293
51.04.04.2007,Pejeng Kangin,Tampaksiring,Gianyar,Bali,1393,5388,0.0056,0.0058,0.5013,0.4874,0.1147,0.1464,0.284,0.2962,0.0856,0.0731,0.0006,0.0008,0.0016,0.0016,0.0005,0.0004,0.0007,0.0008,0.0016,0.0017,0.0005,0.0004,0.0575,0.0734,0.1424,0.1485,0.0429,0.0367,0.0559,0.0714,0.1384,0.1444,0.0417,0.0356
51.04.04.2005,Pejeng Kawan,Tampaksiring,Gianyar,Bali,909,4018,0.005,0.003,0.4933,0.4988,0.1309,0.1319,0.3039,0.2942,0.0791,0.06,0.0007,0.0007,0.0015,0.0015,0.0004,0.0003,0.0004,0.0004,0.0009,0.0009,0.0002,0.0002,0.0646,0.0651,0.1499,0.1451,0.039,0.0296,0.0653,0.0658,0.1516,0.1467,0.0395,0.0299
51.04.04.2008,Pejeng Kelod,Tampaksiring,Gianyar,Bali,817,3174,0.0145,0.0082,0.4836,0.4937,0.1169,0.1474,0.2823,0.2952,0.0794,0.0788,0.0017,0.0021,0.0041,0.0043,0.0012,0.0011,0.001,0.0012,0.0023,0.0024,0.0007,0.0006,0.0565,0.0713,0.1365,0.1428,0.0384,0.0381,0.0577,0.0728,0.1394,0.1457,0.0392,0.0389
51.05.01.2014,Pejukutan,Nusa Penida,Klungkung,Bali,1117,3755,0.0035,0.0035,0.4874,0.5057,0.118,0.1273,0.2905,0.266,0.0967,0.1015,0.0004,0.0004,0.001,0.0009,0.0003,0.0004,0.0004,0.0004,0.001,0.0009,0.0003,0.0004,0.0575,0.062,0.1416,0.1297,0.0471,0.0494,0.0597,0.0644,0.1469,0.1345,0.0489,0.0513
51.02.07.2003,Peken Belayu,Marga,Tabanan,Bali,954,3113,0.0051,0.0035,0.4886,0.5027,0.115,0.1192,0.2849,0.2968,0.1015,0.0826,0.0006,0.0006,0.0015,0.0015,0.0005,0.0004,0.0004,0.0004,0.001,0.001,0.0004,0.0003,0.0562,0.0582,0.1392,0.145,0.0496,0.0403,0.0578,0.0599,0.1432,0.1492,0.051,0.0415
51.01.03.2004,Pekutatan,Pekutatan,Jembrana,Bali,1661,5652,0.003,0.0046,0.4949,0.4975,0.1343,0.1446,0.2845,0.2856,0.0925,0.0586,0.0004,0.0004,0.0009,0.0009,0.0003,0.0002,0.0006,0.0007,0.0013,0.0013,0.0004,0.0003,0.0665,0.0715,0.1408,0.1413,0.0458,0.029,0.0668,0.0719,0.1415,0.1421,0.046,0.0291
51.03.04.2004,Pelaga,Petang,Badung,Bali,2118,6918,0.0088,0.0055,0.5017,0.484,0.1154,0.1326,0.2904,0.3103,0.0859,0.0655,0.001,0.0012,0.0026,0.0027,0.0008,0.0006,0.0006,0.0007,0.0016,0.0017,0.0005,0.0004,0.0579,0.0665,0.1457,0.1557,0.0431,0.0329,0.0558,0.0641,0.1405,0.1502,0.0416,0.0317
51.08.03.2012,Pelapuan,Busungbiu,Buleleng,Bali,1177,3413,0.0044,0.0032,0.4896,0.5028,0.1154,0.1465,0.2699,0.2813,0.1052,0.0817,0.0005,0.0006,0.0012,0.0012,0.0005,0.0004,0.0004,0.0005,0.0009,0.0009,0.0003,0.0003,0.0565,0.0717,0.1321,0.1377,0.0515,0.04,0.058,0.0737,0.1357,0.1414,0.0529,0.0411
51.04.05.2006,Peliatan,Ubud,Gianyar,Bali,1938,8473,0.0052,0.0031,0.4933,0.4984,0.1092,0.1413,0.2735,0.3108,0.0961,0.0693,0.0006,0.0007,0.0014,0.0016,0.0005,0.0004,0.0003,0.0004,0.0008,0.001,0.0003,0.0002,0.0539,0.0697,0.1349,0.1533,0.0474,0.0342,0.0544,0.0704,0.1363,0.1549,0.0479,0.0345
51.08.06.2004,Pemaron,Buleleng,Buleleng,Bali,1785,5566,0.002,0.0014,0.504,0.4926,0.1434,0.1619,0.313,0.2558,0.0844,0.0415,0.0003,0.0003,0.0006,0.0005,0.0002,0.0001,0.0002,0.0002,0.0004,0.0004,0.0001,0.0001,0.0723,0.0816,0.1577,0.1289,0.0426,0.0209,0.0706,0.0797,0.1542,0.126,0.0416,0.0204
