Village Code,Village,District,Regency/City,Province,Household,Total Population,D1_Disabled Male Ratio,D2_Disabled Female Ratio,D3_Non Disabled Male Ratio,D4_Non Disable Female Ratio,A1_Children Ratio,A2_Adolescent Ratio,A3_Young Adults Ratio,A4_Middle Age Ratio,A5_Elderly Ratio,A6_Senior Ratio,D1A1,D1A2,D1A3,D1A4,D1A5,D1A6,D2A1,D2A2,D2A3,D2A4,D2A5,D2A6,D3A1,D3A2,D3A3,D3A4,D3A5,D3A6,D4A1,D4A2,D4A3,D4A4,D4A5,D4A6
51.08.06.1025,Kampung Anyar,Buleleng,Buleleng,Bali,1988,6341,0.0017,0.0016,0.5154,0.4813,0.1462,0.1721,0.2921,0.264,0.0776,0.0481,0.0003,0.0003,0.0005,0.0005,0.0001,0.0001,0.0002,0.0003,0.0005,0.0004,0.0001,0.0001,0.0753,0.0887,0.1505,0.1361,0.04,0.0248,0.0704,0.0828,0.1406,0.1271,0.0373,0.0232
51.08.06.1029,Kampung Baru,Buleleng,Buleleng,Bali,2708,8583,0.0016,0.0015,0.5054,0.4914,0.1393,0.1699,0.2973,0.2599,0.0825,0.051,0.0002,0.0003,0.0005,0.0004,0.0001,0.0001,0.0002,0.0003,0.0005,0.0004,0.0001,0.0001,0.0704,0.0859,0.1503,0.1314,0.0417,0.0258,0.0685,0.0835,0.1461,0.1277,0.0405,0.0251
51.08.06.1026,Kampung Bugis,Buleleng,Buleleng,Bali,1230,3689,0.0043,0.0038,0.4988,0.4931,0.1564,0.1697,0.2928,0.2535,0.0829,0.0447,0.0007,0.0007,0.0013,0.0011,0.0004,0.0002,0.0006,0.0006,0.0011,0.001,0.0003,0.0002,0.078,0.0846,0.146,0.1264,0.0414,0.0223,0.0771,0.0837,0.1444,0.125,0.0409,0.0221
51.05.03.2004,Kampung Gelgel,Klungkung,Klungkung,Bali,386,1247,0,0,0.5028,0.4972,0.1484,0.1812,0.2871,0.2935,0.0666,0.0233,0,0,0,0,0,0,0,0,0,0,0,0,0.0746,0.0911,0.1444,0.1476,0.0335,0.0117,0.0738,0.0901,0.1427,0.1459,0.0331,0.0116
51.08.06.1021,Kampung Kajanan,Buleleng,Buleleng,Bali,1782,5431,0.0026,0.0035,0.4995,0.4944,0.1642,0.1716,0.2883,0.2618,0.0685,0.0455,0.0004,0.0004,0.0007,0.0007,0.0002,0.0001,0.0006,0.0006,0.001,0.0009,0.0002,0.0002,0.082,0.0857,0.144,0.1308,0.0342,0.0227,0.0812,0.0848,0.1426,0.1294,0.0339,0.0225
51.05.04.2007,Kampung Kusamba,Dawan,Klungkung,Bali,262,842,0.0036,0.0048,0.4798,0.5119,0.1805,0.1627,0.2957,0.2743,0.0629,0.0238,0.0006,0.0006,0.0011,0.001,0.0002,0.0001,0.0009,0.0008,0.0014,0.0013,0.0003,0.0001,0.0866,0.0781,0.1419,0.1316,0.0302,0.0114,0.0924,0.0833,0.1514,0.1404,0.0322,0.0122
51.08.06.1010,Kampung Singaraja,Buleleng,Buleleng,Bali,422,1306,0.01,0.0038,0.5015,0.4847,0.1654,0.1922,0.2741,0.2711,0.0513,0.0459,0.0016,0.0019,0.0027,0.0027,0.0005,0.0005,0.0006,0.0007,0.001,0.001,0.0002,0.0002,0.0829,0.0964,0.1375,0.1359,0.0257,0.023,0.0802,0.0932,0.1329,0.1314,0.0249,0.0223
51.05.01.2011,Kampung Toyapakeh,Nusa Penida,Klungkung,Bali,271,844,0.0012,0,0.5059,0.4929,0.1908,0.1635,0.2986,0.2749,0.0521,0.0201,0.0002,0.0002,0.0004,0.0003,0.0001,0,0,0,0,0,0,0,0.0965,0.0827,0.1511,0.1391,0.0264,0.0102,0.094,0.0806,0.1472,0.1355,0.0257,0.0099
51.03.02.1004,Kapal,Mengwi,Badung,Bali,2720,12321,0.0042,0.0051,0.491,0.4996,0.1165,0.1493,0.2774,0.3005,0.0873,0.0689,0.0005,0.0006,0.0012,0.0013,0.0004,0.0003,0.0006,0.0008,0.0014,0.0015,0.0004,0.0004,0.0572,0.0733,0.1362,0.1475,0.0429,0.0338,0.0582,0.0746,0.1386,0.1501,0.0436,0.0344
51.07.04.1004,Karangasem,Karangasem,Karangasem,Bali,6433,20363,0.0037,0.0028,0.4981,0.4955,0.137,0.1692,0.2784,0.274,0.079,0.0624,0.0005,0.0006,0.001,0.001,0.0003,0.0002,0.0004,0.0005,0.0008,0.0008,0.0002,0.0002,0.0682,0.0843,0.1387,0.1365,0.0393,0.0311,0.0679,0.0839,0.138,0.1358,0.0391,0.0309
51.02.10.2013,Karyasari,Pupuan,Tabanan,Bali,654,1969,0.0198,0.0132,0.4728,0.4942,0.1056,0.1061,0.2666,0.3012,0.1214,0.099,0.0021,0.0021,0.0053,0.006,0.0024,0.002,0.0014,0.0014,0.0035,0.004,0.0016,0.0013,0.0499,0.0502,0.1261,0.1424,0.0574,0.0468,0.0522,0.0525,0.1318,0.1488,0.06,0.0489
51.06.04.2011,Katung,Kintamani,Bangli,Bali,488,1697,0,0,0.5109,0.4891,0.1314,0.1344,0.2864,0.287,0.0878,0.0731,0,0,0,0,0,0,0,0,0,0,0,0,0.0671,0.0686,0.1463,0.1466,0.0449,0.0373,0.0643,0.0657,0.1401,0.1404,0.0429,0.0357
51.06.02.1004,Kawan,Bangli,Bangli,Bali,2883,9540,0,0,0.4974,0.5026,0.1175,0.1565,0.2695,0.2777,0.1041,0.0747,0,0,0,0,0,0,0,0,0,0,0,0,0.0584,0.0778,0.134,0.1381,0.0518,0.0372,0.0591,0.0787,0.1355,0.1396,0.0523,0.0376
51.08.05.2015,Kayuputih,Sukasada,Buleleng,Bali,1793,5943,0.003,0.0022,0.4999,0.4949,0.1514,0.1787,0.3037,0.2529,0.0737,0.0395,0.0005,0.0005,0.0009,0.0008,0.0002,0.0001,0.0003,0.0004,0.0007,0.0006,0.0002,0.0001,0.0757,0.0893,0.1518,0.1264,0.0368,0.0198,0.0749,0.0884,0.1503,0.1252,0.0365,0.0196
51.06.02.2007,Kayubihi,Bangli,Bangli,Bali,1480,5659,0.0005,0.0011,0.5075,0.4909,0.1032,0.135,0.2603,0.3211,0.0977,0.0827,0.0001,0.0001,0.0001,0.0002,0.0001,0,0.0001,0.0001,0.0003,0.0003,0.0001,0.0001,0.0524,0.0685,0.1321,0.163,0.0496,0.042,0.0507,0.0663,0.1278,0.1576,0.048,0.0406
51.08.04.2003,Kayuputih,Banjar,Buleleng,Bali,1743,5306,0.0041,0.0011,0.5111,0.4836,0.1148,0.1544,0.2853,0.2725,0.101,0.072,0.0005,0.0006,0.0012,0.0011,0.0004,0.0003,0.0001,0.0002,0.0003,0.0003,0.0001,0.0001,0.0587,0.0789,0.1458,0.1393,0.0516,0.0368,0.0555,0.0746,0.138,0.1318,0.0489,0.0348
51.02.10.2004,Kebon Padangan,Pupuan,Tabanan,Bali,1089,3407,0.0023,0.0032,0.5063,0.4881,0.1033,0.1063,0.2703,0.3088,0.1218,0.0895,0.0002,0.0002,0.0006,0.0007,0.0003,0.0002,0.0003,0.0003,0.0009,0.001,0.0004,0.0003,0.0523,0.0538,0.1369,0.1563,0.0617,0.0453,0.0504,0.0519,0.1319,0.1507,0.0595,0.0437
51.04.05.2004,Kedewatan,Ubud,Gianyar,Bali,1785,6815,0.0016,0.0021,0.5001,0.4963,0.1252,0.1391,0.2754,0.3012,0.0907,0.0684,0.0002,0.0002,0.0004,0.0005,0.0001,0.0001,0.0003,0.0003,0.0006,0.0006,0.0002,0.0001,0.0626,0.0696,0.1377,0.1506,0.0453,0.0342,0.0621,0.069,0.1367,0.1495,0.045,0.0339
51.02.06.2013,Kediri,Kediri,Tabanan,Bali,3286,10599,0.0032,0.0021,0.5019,0.4928,0.1275,0.1339,0.2887,0.3028,0.0906,0.0566,0.0004,0.0004,0.0009,0.001,0.0003,0.0002,0.0003,0.0003,0.0006,0.0006,0.0002,0.0001,0.064,0.0672,0.1449,0.152,0.0455,0.0284,0.0628,0.066,0.1423,0.1492,0.0446,0.0279
51.08.03.2009,Kedis,Busungbiu,Buleleng,Bali,1191,3424,0.005,0.0047,0.5029,0.4874,0.111,0.1475,0.2792,0.2596,0.1075,0.0952,0.0006,0.0007,0.0014,0.0013,0.0005,0.0005,0.0005,0.0007,0.0013,0.0012,0.0005,0.0004,0.0558,0.0742,0.1404,0.1306,0.0541,0.0479,0.0541,0.0719,0.1361,0.1266,0.0524,0.0464
51.04.06.2004,Kedisan,Tegallalang,Gianyar,Bali,1235,5679,0.0041,0.0016,0.4989,0.4955,0.1194,0.122,0.2867,0.2837,0.1013,0.087,0.0005,0.0005,0.0012,0.0011,0.0004,0.0004,0.0002,0.0002,0.0005,0.0004,0.0002,0.0001,0.0596,0.0609,0.143,0.1415,0.0505,0.0434,0.0592,0.0605,0.142,0.1406,0.0502,0.0431
51.06.04.2018,Kedisan,Kintamani,Bangli,Bali,460,1383,0.0058,0.0014,0.4642,0.5286,0.1244,0.1453,0.269,0.2372,0.1041,0.12,0.0007,0.0008,0.0016,0.0014,0.0006,0.0007,0.0002,0.0002,0.0004,0.0003,0.0002,0.0002,0.0577,0.0675,0.1249,0.1101,0.0483,0.0557,0.0657,0.0768,0.1422,0.1254,0.055,0.0634
51.03.01.1003,Kedonganan,Kuta,Badung,Bali,1749,7835,0.0011,0.0003,0.4997,0.4989,0.1316,0.1588,0.3066,0.2865,0.0766,0.0399,0.0002,0.0002,0.0004,0.0003,0.0001,0,0,0,0.0001,0.0001,0,0,0.0658,0.0793,0.1532,0.1432,0.0383,0.02,0.0657,0.0792,0.153,0.143,0.0382,0.0199
51.03.02.2010,Kekeran,Mengwi,Badung,Bali,854,4006,0.008,0.0085,0.5005,0.483,0.1206,0.1253,0.2718,0.2856,0.1203,0.0764,0.001,0.001,0.0022,0.0023,0.001,0.0006,0.001,0.0011,0.0023,0.0024,0.001,0.0006,0.0603,0.0627,0.1361,0.1429,0.0602,0.0382,0.0582,0.0605,0.1313,0.1379,0.0581,0.0369
51.08.03.2010,Kekeran,Busungbiu,Buleleng,Bali,983,2862,0.0098,0.0066,0.4846,0.499,0.1209,0.1412,0.261,0.2701,0.1202,0.0867,0.0012,0.0014,0.0026,0.0026,0.0012,0.0008,0.0008,0.0009,0.0017,0.0018,0.0008,0.0006,0.0586,0.0684,0.1265,0.1309,0.0582,0.042,0.0603,0.0704,0.1302,0.1348,0.06,0.0432
51.02.04.2002,Kelating,Kerambitan,Tabanan,Bali,911,2632,0.0061,0.008,0.5015,0.4844,0.1109,0.1022,0.2603,0.2872,0.1242,0.1151,0.0007,0.0006,0.0016,0.0017,0.0008,0.0007,0.0009,0.0008,0.0021,0.0023,0.001,0.0009,0.0556,0.0513,0.1305,0.1441,0.0623,0.0577,0.0537,0.0495,0.1261,0.1391,0.0602,0.0558
51.04.06.2001,Keliki,Tegallalang,Gianyar,Bali,1086,4904,0.0041,0.0055,0.498,0.4925,0.1158,0.1234,0.2914,0.2977,0.0885,0.0832,0.0005,0.0005,0.0012,0.0012,0.0004,0.0003,0.0006,0.0007,0.0016,0.0016,0.0005,0.0005,0.0577,0.0614,0.1451,0.1483,0.0441,0.0414,0.057,0.0608,0.1435,0.1466,0.0436,0.041
51.04.07.2002,Kelusa,Payangan,Gianyar,Bali,1093,4794,0.0017,0.0008,0.5054,0.4921,0.1247,0.1285,0.2856,0.2829,0.0926,0.0857,0.0002,0.0002,0.0005,0.0005,0.0002,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.063,0.0649,0.1443,0.143,0.0468,0.0433,0.0614,0.0632,0.1405,0.1392,0.0456,0.0422
51.04.01.2008,Kemenuh,Sukawati,Gianyar,Bali,2336,10177,0.0056,0.0044,0.4983,0.4917,0.1121,0.1304,0.297,0.3129,0.0846,0.063,0.0006,0.0007,0.0017,0.0018,0.0005,0.0004,0.0005,0.0006,0.0013,0.0014,0.0004,0.0003,0.0559,0.065,0.148,0.1559,0.0422,0.0314,0.0551,0.0641,0.1461,0.1538,0.0416,0.031
51.04.06.2003,Kenderan,Tegallalang,Gianyar,Bali,1222,5482,0.0029,0.0035,0.4949,0.4987,0.1169,0.1312,0.2713,0.2959,0.1053,0.0795,0.0003,0.0004,0.0008,0.0009,0.0003,0.0002,0.0004,0.0005,0.0009,0.001,0.0004,0.0003,0.0579,0.0649,0.1342,0.1464,0.0521,0.0394,0.0583,0.0654,0.1353,0.1476,0.0525,0.0397
51.08.06.1008,Kendran,Buleleng,Buleleng,Bali,970,2917,0.0003,0.0003,0.5111,0.4882,0.1248,0.1618,0.2897,0.2585,0.0984,0.0668,0,0.0001,0.0001,0.0001,0,0,0,0.0001,0.0001,0.0001,0,0,0.0638,0.0827,0.1481,0.1321,0.0503,0.0342,0.0609,0.079,0.1414,0.1262,0.048,0.0326
51.04.02.2003,Keramas,Blahbatuh,Gianyar,Bali,2132,9491,0.0055,0.0035,0.4916,0.4994,0.1231,0.1541,0.2704,0.2997,0.0861,0.0667,0.0007,0.0008,0.0015,0.0016,0.0005,0.0004,0.0004,0.0005,0.0009,0.001,0.0003,0.0002,0.0605,0.0758,0.1329,0.1473,0.0423,0.0328,0.0615,0.077,0.135,0.1497,0.043,0.0333
51.02.04.2006,Kerambitan,Kerambitan,Tabanan,Bali,1104,3275,0.0034,0.0034,0.4885,0.5047,0.1111,0.1209,0.2605,0.2971,0.1099,0.1005,0.0004,0.0004,0.0009,0.001,0.0004,0.0003,0.0004,0.0004,0.0009,0.001,0.0004,0.0003,0.0543,0.0591,0.1272,0.1451,0.0537,0.0491,0.0561,0.061,0.1315,0.15,0.0555,0.0507
51.03.06.1002,Kerobokan,Kuta Utara,Badung,Bali,2650,10894,0.0031,0.0021,0.4882,0.5066,0.1149,0.1434,0.301,0.31,0.0775,0.0532,0.0004,0.0004,0.0009,0.001,0.0002,0.0002,0.0002,0.0003,0.0006,0.0007,0.0002,0.0001,0.0561,0.07,0.1469,0.1513,0.0378,0.026,0.0582,0.0726,0.1525,0.157,0.0392,0.027
51.08.07.2011,Kerobokan,Sawan,Buleleng,Bali,974,3124,0.0045,0.0016,0.501,0.493,0.1357,0.162,0.3076,0.2756,0.073,0.0461,0.0006,0.0007,0.0014,0.0012,0.0003,0.0002,0.0002,0.0003,0.0005,0.0004,0.0001,0.0001,0.068,0.0811,0.1541,0.1381,0.0366,0.0231,0.0669,0.0798,0.1516,0.1359,0.036,0.0227
51.03.06.1003,Kerobokan Kaja,Kuta Utara,Badung,Bali,4820,18971,0.0011,0.0007,0.4976,0.5006,0.1119,0.1467,0.3172,0.3152,0.0726,0.0365,0.0001,0.0002,0.0004,0.0003,0.0001,0,0.0001,0.0001,0.0002,0.0002,0.0001,0,0.0557,0.073,0.1578,0.1569,0.0361,0.0182,0.056,0.0734,0.1588,0.1578,0.0363,0.0183
51.03.06.1001,Kerobokan Kelod,Kuta Utara,Badung,Bali,2748,11304,0.0021,0.001,0.4797,0.5172,0.1211,0.1364,0.3033,0.297,0.087,0.0553,0.0003,0.0003,0.0006,0.0006,0.0002,0.0001,0.0001,0.0001,0.0003,0.0003,0.0001,0.0001,0.0581,0.0654,0.1455,0.1425,0.0417,0.0265,0.0626,0.0705,0.1568,0.1536,0.045,0.0286
51.04.07.2006,Kerta,Payangan,Gianyar,Bali,1241,5685,0.0026,0.0009,0.5048,0.4916,0.1133,0.1303,0.2858,0.301,0.0955,0.0741,0.0003,0.0003,0.0008,0.0008,0.0003,0.0002,0.0001,0.0001,0.0003,0.0003,0.0001,0.0001,0.0572,0.0658,0.1443,0.1519,0.0482,0.0374,0.0557,0.0641,0.1405,0.148,0.047,0.0364
51.07.02.2008,Kertha Buana,Sidemen,Karangasem,Bali,935,2934,0,0,0.5157,0.4843,0.1292,0.1578,0.287,0.2774,0.0825,0.0661,0,0,0,0,0,0,0,0,0,0,0,0,0.0666,0.0814,0.148,0.1431,0.0425,0.0341,0.0626,0.0764,0.139,0.1344,0.0399,0.032
51.07.05.2010,Kertha Mandala,Abang,Karangasem,Bali,1568,5048,0,0,0.5113,0.4887,0.1456,0.163,0.2916,0.273,0.0719,0.0549,0,0,0,0,0,0,0,0,0,0,0,0,0.0744,0.0834,0.1491,0.1396,0.0368,0.0281,0.0712,0.0797,0.1425,0.1334,0.0351,0.0268
51.71.02.1003,Kesiman,Denpasar Timur,Kota Denpasar,Bali,3727,13851,0.0017,0.0013,0.4979,0.499,0.124,0.1573,0.2956,0.2982,0.08,0.0448,0.0002,0.0003,0.0005,0.0005,0.0001,0.0001,0.0002,0.0002,0.0004,0.0004,0.0001,0.0001,0.0618,0.0783,0.1472,0.1485,0.0398,0.0223,0.0619,0.0785,0.1475,0.1488,0.0399,0.0223
51.71.02.2005,Kesiman Kertalangu,Denpasar Timur,Kota Denpasar,Bali,5276,19977,0.0014,0.0015,0.496,0.5012,0.1314,0.169,0.2946,0.2927,0.0727,0.0396,0.0002,0.0002,0.0004,0.0004,0.0001,0.0001,0.0002,0.0002,0.0004,0.0004,0.0001,0.0001,0.0652,0.0838,0.1461,0.1452,0.036,0.0196,0.0659,0.0847,0.1477,0.1467,0.0364,0.0198
51.71.02.2004,Kesiman Petilan,Denpasar Timur,Kota Denpasar,Bali,2879,10940,0.0036,0.0031,0.497,0.4963,0.1213,0.153,0.2943,0.2973,0.0825,0.0515,0.0004,0.0005,0.001,0.0011,0.0003,0.0002,0.0004,0.0005,0.0009,0.0009,0.0003,0.0002,0.0603,0.076,0.1463,0.1478,0.041,0.0256,0.0602,0.0759,0.1461,0.1476,0.041,0.0255
51.07.05.2013,Kesimpar,Abang,Karangasem,Bali,830,2607,0.0058,0.0038,0.5094,0.481,0.1323,0.1657,0.3015,0.2528,0.0898,0.0579,0.0008,0.001,0.0017,0.0015,0.0005,0.0003,0.0005,0.0006,0.0012,0.001,0.0003,0.0002,0.0674,0.0844,0.1536,0.1288,0.0457,0.0295,0.0637,0.0797,0.145,0.1216,0.0432,0.0279
51.02.04.2014,Kesiut,Kerambitan,Tabanan,Bali,755,2200,0.0059,0.005,0.4914,0.4977,0.0986,0.1123,0.2418,0.29,0.1332,0.1241,0.0006,0.0007,0.0014,0.0017,0.0008,0.0007,0.0005,0.0006,0.0012,0.0015,0.0007,0.0006,0.0485,0.0552,0.1188,0.1425,0.0654,0.061,0.0491,0.0559,0.1204,0.1443,0.0663,0.0618
51.04.01.2002,Ketewel,Sukawati,Gianyar,Bali,2539,11519,0.0031,0.0021,0.4916,0.5032,0.116,0.1374,0.2799,0.3096,0.1017,0.0554,0.0004,0.0004,0.0009,0.001,0.0003,0.0002,0.0002,0.0003,0.0006,0.0006,0.0002,0.0001,0.057,0.0676,0.1376,0.1522,0.05,0.0272,0.0584,0.0691,0.1408,0.1558,0.0512,0.0279
51.06.04.2029,Kintamani,Kintamani,Bangli,Bali,1874,7187,0.0056,0.0047,0.5106,0.4791,0.1361,0.1693,0.3001,0.274,0.0704,0.0501,0.0008,0.0009,0.0017,0.0015,0.0004,0.0003,0.0006,0.0008,0.0014,0.0013,0.0003,0.0002,0.0695,0.0865,0.1533,0.1399,0.036,0.0256,0.0652,0.0811,0.1438,0.1312,0.0337,0.024
51.05.01.2003,Klumpu,Nusa Penida,Klungkung,Bali,1354,5207,0.0036,0.0008,0.5041,0.4915,0.1492,0.1423,0.3169,0.2585,0.0678,0.0653,0.0005,0.0005,0.0012,0.0009,0.0002,0.0002,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.0752,0.0717,0.1597,0.1303,0.0342,0.0329,0.0733,0.0699,0.1557,0.127,0.0333,0.0321
51.06.02.1006,Kubu,Bangli,Bangli,Bali,1352,4587,0.0052,0.005,0.4934,0.4964,0.1325,0.1591,0.2636,0.2915,0.0833,0.07,0.0007,0.0008,0.0014,0.0015,0.0004,0.0004,0.0007,0.0008,0.0013,0.0015,0.0004,0.0004,0.0654,0.0785,0.13,0.1438,0.0411,0.0345,0.0658,0.079,0.1308,0.1447,0.0413,0.0347
51.07.08.2003,Kubu,Kubu,Karangasem,Bali,1500,4927,0.0022,0.0043,0.4948,0.4987,0.1419,0.1879,0.2823,0.2549,0.0629,0.07,0.0003,0.0004,0.0006,0.0006,0.0001,0.0002,0.0006,0.0008,0.0012,0.0011,0.0003,0.0003,0.0702,0.093,0.1397,0.1261,0.0311,0.0346,0.0707,0.0937,0.1408,0.1271,0.0314,0.0349
51.08.08.2011,Kubutambahan,Kubutambahan,Buleleng,Bali,4707,15606,0.0041,0.0024,0.5124,0.481,0.1633,0.1738,0.3124,0.2427,0.065,0.0428,0.0007,0.0007,0.0013,0.001,0.0003,0.0002,0.0004,0.0004,0.0008,0.0006,0.0002,0.0001,0.0837,0.089,0.1601,0.1243,0.0333,0.0219,0.0786,0.0836,0.1503,0.1167,0.0313,0.0206
51.02.04.2009,Kukuh,Kerambitan,Tabanan,Bali,831,2454,0.0045,0.0049,0.4992,0.4914,0.13,0.1002,0.2706,0.2681,0.1218,0.1092,0.0006,0.0004,0.0012,0.0012,0.0005,0.0005,0.0006,0.0005,0.0013,0.0013,0.0006,0.0005,0.0649,0.05,0.1351,0.1338,0.0608,0.0545,0.0639,0.0493,0.133,0.1318,0.0599,0.0537
51.02.07.2001,Kukuh,Marga,Tabanan,Bali,1902,5846,0.0056,0.0039,0.4921,0.4983,0.1146,0.1233,0.2564,0.3091,0.1096,0.0869,0.0006,0.0007,0.0014,0.0017,0.0006,0.0005,0.0005,0.0005,0.001,0.0012,0.0004,0.0003,0.0564,0.0607,0.1262,0.1521,0.054,0.0428,0.0571,0.0615,0.1278,0.154,0.0546,0.0433
51.05.04.2006,Kusamba,Dawan,Klungkung,Bali,2050,7563,0.0029,0.0037,0.4956,0.4978,0.129,0.1592,0.2708,0.2929,0.0961,0.052,0.0004,0.0005,0.0008,0.0009,0.0003,0.0002,0.0005,0.0006,0.001,0.0011,0.0004,0.0002,0.064,0.0789,0.1342,0.1451,0.0476,0.0258,0.0642,0.0793,0.1348,0.1458,0.0479,0.0259
51.03.01.1002,Kuta,Kuta,Badung,Bali,4596,18643,0.0021,0.0013,0.496,0.5007,0.1262,0.1559,0.3009,0.2906,0.0812,0.0453,0.0003,0.0003,0.0006,0.0006,0.0002,0.0001,0.0002,0.0002,0.0004,0.0004,0.0001,0.0001,0.0626,0.0773,0.1492,0.1441,0.0403,0.0225,0.0632,0.0781,0.1506,0.1455,0.0407,0.0227
51.05.01.2009,Kutampi,Nusa Penida,Klungkung,Bali,1146,3772,0.0013,0.0019,0.5034,0.4934,0.1302,0.1466,0.303,0.2511,0.0893,0.0798,0.0002,0.0002,0.0004,0.0003,0.0001,0.0001,0.0002,0.0003,0.0006,0.0005,0.0002,0.0001,0.0655,0.0738,0.1526,0.1264,0.045,0.0402,0.0642,0.0723,0.1495,0.1239,0.0441,0.0394
51.05.01.2015,Kutampi Kaler,Nusa Penida,Klungkung,Bali,1064,3781,0.0032,0.0019,0.494,0.5009,0.1436,0.1579,0.3063,0.2576,0.0719,0.0627,0.0005,0.0005,0.001,0.0008,0.0002,0.0002,0.0003,0.0003,0.0006,0.0005,0.0001,0.0001,0.071,0.078,0.1513,0.1273,0.0355,0.031,0.0719,0.0791,0.1534,0.129,0.036,0.0314
51.03.05.2003,Kutuh,Kuta Selatan,Badung,Bali,1398,5718,0.0047,0.003,0.4939,0.4984,0.1373,0.1473,0.3038,0.3083,0.0621,0.0413,0.0006,0.0007,0.0014,0.0015,0.0003,0.0002,0.0004,0.0004,0.0009,0.0009,0.0002,0.0001,0.0678,0.0727,0.15,0.1523,0.0307,0.0204,0.0684,0.0734,0.1514,0.1537,0.0309,0.0206
51.06.04.2044,Kutuh,Kintamani,Bangli,Bali,517,1577,0.0019,0.0051,0.5124,0.4807,0.1363,0.1737,0.3101,0.2587,0.0666,0.0545,0.0003,0.0003,0.0006,0.0005,0.0001,0.0001,0.0007,0.0009,0.0016,0.0013,0.0003,0.0003,0.0699,0.089,0.1589,0.1326,0.0341,0.0279,0.0655,0.0835,0.149,0.1244,0.032,0.0262
51.02.07.2006,Kuwum,Marga,Tabanan,Bali,999,3091,0.0078,0.0045,0.4963,0.4914,0.1187,0.1216,0.2815,0.3064,0.1038,0.0679,0.0009,0.0009,0.0022,0.0024,0.0008,0.0005,0.0005,0.0006,0.0013,0.0014,0.0005,0.0003,0.0589,0.0604,0.1397,0.152,0.0515,0.0337,0.0583,0.0598,0.1383,0.1506,0.051,0.0334
51.03.02.2020,Kuwun,Mengwi,Badung,Bali,786,3125,0.0045,0.0022,0.4925,0.5008,0.1091,0.144,0.2541,0.2899,0.1085,0.0944,0.0005,0.0006,0.0011,0.0013,0.0005,0.0004,0.0002,0.0003,0.0006,0.0006,0.0002,0.0002,0.0537,0.0709,0.1251,0.1428,0.0534,0.0465,0.0546,0.0721,0.1272,0.1452,0.0543,0.0473
51.07.05.2011,Laba Sari,Abang,Karangasem,Bali,1179,3900,0.0028,0.0026,0.5067,0.4879,0.16,0.17,0.3064,0.2477,0.0674,0.0485,0.0005,0.0005,0.0009,0.0007,0.0002,0.0001,0.0004,0.0004,0.0008,0.0006,0.0002,0.0001,0.0811,0.0861,0.1552,0.1255,0.0342,0.0246,0.0781,0.083,0.1495,0.1209,0.0329,0.0236
51.07.02.2009,Lokasari,Sidemen,Karangasem,Bali,882,2779,0.0097,0.0065,0.4901,0.4937,0.1346,0.1616,0.2882,0.2663,0.0806,0.0687,0.0013,0.0016,0.0028,0.0026,0.0008,0.0007,0.0009,0.001,0.0019,0.0017,0.0005,0.0004,0.066,0.0792,0.1413,0.1305,0.0395,0.0337,0.0664,0.0798,0.1423,0.1315,0.0398,0.0339
51.02.03.2003,Lalanglinggah,Selemadeg Barat,Tabanan,Bali,1288,3931,0.0036,0.0023,0.4927,0.5014,0.1102,0.115,0.2679,0.3017,0.1102,0.0951,0.0004,0.0004,0.001,0.0011,0.0004,0.0003,0.0003,0.0003,0.0006,0.0007,0.0003,0.0002,0.0543,0.0567,0.132,0.1487,0.0543,0.0469,0.0552,0.0577,0.1343,0.1513,0.0552,0.0477
51.06.02.2009,Landih,Bangli,Bangli,Bali,1200,4265,0.0014,0.0005,0.4994,0.4987,0.1156,0.155,0.2715,0.3006,0.0814,0.076,0.0002,0.0002,0.0004,0.0004,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0.0577,0.0774,0.1356,0.1501,0.0406,0.0379,0.0576,0.0773,0.1354,0.1499,0.0406,0.0379
51.06.04.2005,Langgahan,Kintamani,Bangli,Bali,402,1230,0,0,0.4992,0.5008,0.1317,0.1496,0.2829,0.2797,0.087,0.0691,0,0,0,0,0,0,0,0,0,0,0,0,0.0657,0.0747,0.1412,0.1396,0.0434,0.0345,0.066,0.0749,0.1417,0.1401,0.0436,0.0346
51.04.03.2004,Lebih,Gianyar,Gianyar,Bali,1667,7631,0.0029,0.0024,0.5012,0.4935,0.12,0.1515,0.2886,0.2966,0.0885,0.0549,0.0003,0.0004,0.0008,0.0009,0.0003,0.0002,0.0003,0.0004,0.0007,0.0007,0.0002,0.0001,0.0602,0.0759,0.1446,0.1486,0.0443,0.0275,0.0592,0.0748,0.1424,0.1464,0.0437,0.0271
51.03.01.1004,Legian,Kuta,Badung,Bali,1137,4735,0.0004,0.0004,0.494,0.5052,0.1195,0.1495,0.2925,0.3018,0.0809,0.0558,0.0001,0.0001,0.0001,0.0001,0,0,0.0001,0.0001,0.0001,0.0001,0,0,0.059,0.0739,0.1445,0.1491,0.04,0.0275,0.0604,0.0755,0.1478,0.1525,0.0409,0.0282
