Regency/City,Province,Exposure,Climate Change,CV,AAL,Lognormal_Mean,Lognormal_Median,VaR_95%,TVaR_95%,VaR_99%,TVaR_99%,PML_25,PML_50,PML_100,PML_250,Prob_Any_Loss (%),μ,σ
Bangli,Bali,Healthcare Facilities,0,0.45,9210841431.0,9210841431.0,8399564382.0,17022145321.0,163566000000.0,22809186316.0,894447000000.0,17813594054.0,20289500590.0,22809186316.0,26233450322.0,3.9239,22.85144568,0.429421382
Bangli,Bali,Healthcare Facilities,0,0.55,9220274024.0,9220274024.0,8078950782.0,18818867531.0,160603000000.0,26714522343.0,889781000000.0,19871112575.0,23221248164.0,26714522343.0,31584192355.0,3.9239,22.81252785,0.51408705
Bangli,Bali,Healthcare Facilities,0,0.65,9229658003.0,9229658003.0,7738547833.0,20546184659.0,157535000000.0,30791595403.0,884594000000.0,21878453576.0,26190962800.0,30791595403.0,37360178285.0,3.9239,22.76947989,0.593646264
Bangli,Bali,Healthcare Facilities,0,0.75,9238923129.0,9238923129.0,7391138503.0,22178463241.0,154413000000.0,34966555178.0,878965000000.0,23803265212.0,29144990795.0,34966555178.0,43466462957.0,3.9239,22.72354762,0.668047231
Bangli,Bali,Healthcare Facilities,0,0.85,9248018455.0,9248018455.0,7046428872.0,23699549634.0,151282000000.0,39173410140.0,872978000000.0,25623199682.0,32039848953.0,39173410140.0,49808692917.0,3.9239,22.67578678,0.73741218
Bangli,Bali,Healthcare Facilities,0,0.95,9256909420.0,9256909420.0,6711254086.0,25101368196.0,148176000000.0,43356896939.0,866717000000.0,27324880286.0,34842830842.0,43356896939.0,56299611497.0,3.9239,22.62705167,0.801978061
Buleleng,Bali,Healthcare Facilities,0,0.15,5200972636.0,5200972636.0,5143430910.0,6573702435.0,97011913136.0,7277105887.0,512434000000.0,6678302597.0,6987135270.0,7277105887.0,7639407150.0,3.9239,22.36098619,0.14916638
Buleleng,Bali,Healthcare Facilities,0,0.25,5206116356.0,5206116356.0,5050674738.0,7572466345.0,95692423155.0,8955938165.0,510847000000.0,7772384133.0,8374549566.0,8955938165.0,9703787464.0,3.9239,22.34278768,0.246220677
Buleleng,Bali,Healthcare Facilities,0,0.35,5211392846.0,5211392846.0,4918816686.0,8603915969.0,94226056498.0,10846947827.0,508896000000.0,8919090608.0,9886960706.0,10846947827.0,12116997694.0,3.9239,22.31633383,0.339938731
Buleleng,Bali,Healthcare Facilities,0,0.45,5216721059.0,5216721059.0,4757240120.0,9640789567.0,92638466012.0,12918381397.0,506586000000.0,10089040392.0,11491313340.0,12918381397.0,14857773177.0,3.9239,22.28293353,0.429421382
Buleleng,Bali,Healthcare Facilities,0,0.55,5222031668.0,5222031668.0,4575627223.0,10658329888.0,90959783625.0,15130144864.0,503940000000.0,11254283644.0,13151679979.0,15130144864.0,17888150857.0,3.9239,22.24400962,0.51408705
Buleleng,Bali,Healthcare Facilities,0,0.65,5227270112.0,5227270112.0,4382771256.0,11636450339.0,89220961427.0,17438997882.0,500995000000.0,12390988534.0,14833403038.0,17438997882.0,21159152732.0,3.9239,22.20094707,0.593646264
Buleleng,Bali,Healthcare Facilities,0,0.75,5232396699.0,5232396699.0,4185917359.0,12560610822.0,87450876898.0,19803053378.0,497795000000.0,13480805563.0,16506052869.0,19803053378.0,24616914125.0,3.9239,22.15499172,0.668047231
Buleleng,Bali,Healthcare Facilities,0,0.85,5237384846.0,5237384846.0,3990569436.0,13421649482.0,85674534442.0,22184884863.0,494390000000.0,14511060761.0,18144970211.0,22184884863.0,28207912295.0,3.9239,22.10719977,0.73741218
Buleleng,Bali,Healthcare Facilities,0,0.95,5242218535.0,5242218535.0,3800605469.0,14214988140.0,83912294824.0,24553154670.0,490825000000.0,15474170418.0,19731610775.0,24553154670.0,31882656891.0,3.9239,22.05842622,0.801978061
Denpasar CIty,Bali,Healthcare Facilities,0,0.15,3287260692.0,3287260692.0,3250891599.0,4154890849.0,61316117384.0,4599475099.0,323883000000.0,4221003098.0,4416199955.0,4599475099.0,4828466633.0,3.9239,21.90219513,0.14916638
Denpasar CIty,Bali,Healthcare Facilities,0,0.25,3290480241.0,3290480241.0,3192234728.0,4786111024.0,60481557857.0,5660522270.0,322876000000.0,4912467311.0,5293060698.0,5660522270.0,6133193868.0,3.9239,21.88398705,0.246220677
Denpasar CIty,Bali,Healthcare Facilities,0,0.35,3293795693.0,3293795693.0,3108876589.0,5437997518.0,59554400950.0,6855677760.0,321641000000.0,5637199708.0,6248929902.0,6855677760.0,7658396900.0,3.9239,21.85752727,0.339938731
Denpasar CIty,Bali,Healthcare Facilities,0,0.45,3297162143.0,3297162143.0,3006753064.0,6093338329.0,58550963262.0,8164898526.0,320181000000.0,6376649558.0,7262938325.0,8164898526.0,9390666414.0,3.9239,21.82412662,0.429421382
Denpasar CIty,Bali,Healthcare Facilities,0,0.55,3300539512.0,3300539512.0,2891985228.0,6736504327.0,57490336896.0,9562875931.0,318511000000.0,7113171695.0,8312404478.0,9562875931.0,11306049533.0,3.9239,21.78520903,0.51408705
Denpasar CIty,Bali,Healthcare Facilities,0,0.65,3303894813.0,3303894813.0,2770129515.0,7354815628.0,56392087134.0,11022314402.0,316654000000.0,7831721312.0,9375448810.0,11022314402.0,13373637377.0,3.9239,21.74215991,0.593646264
Denpasar CIty,Bali,Healthcare Facilities,0,0.75,3307202752.0,3307202752.0,2645762202.0,7939093512.0,55274436824.0,12516771263.0,314638000000.0,8520714278.0,10432860240.0,12516771263.0,15559433054.0,3.9239,21.69622503,0.668047231
Denpasar CIty,Bali,Healthcare Facilities,0,0.85,3310445197.0,3310445197.0,2522358355.0,8483553599.0,54153143095.0,14022617717.0,312494000000.0,9172148468.0,11469069248.0,14022617717.0,17829651726.0,3.9239,21.64846016,0.73741218
Denpasar CIty,Bali,Healthcare Facilities,0,0.95,3313610043.0,3313610043.0,2402365404.0,8985304055.0,53041020896.0,15520066430.0,310251000000.0,9781234064.0,12472365124.0,15520066430.0,20153049966.0,3.9239,21.59971967,0.801978061
Gianyar,Bali,Healthcare Facilities,0,0.15,1087196719.0,1087196719.0,1075168358.0,1374148302.0,20279097973.0,1521185785.0,107118000000.0,1396013626.0,1460571141.0,1521185785.0,1596920224.0,3.9239,20.7957431,0.14916638
Gianyar,Bali,Healthcare Facilities,0,0.25,1088266864.0,1088266864.0,1055773937.0,1582919712.0,20003182059.0,1872115427.0,106785000000.0,1624709770.0,1750584154.0,1872115427.0,2028443015.0,3.9239,20.77753992,0.246220677
Gianyar,Bali,Healthcare Facilities,0,0.35,1089365599.0,1089365599.0,1028206824.0,1798523034.0,19696581604.0,2267396100.0,106377000000.0,1864405691.0,2066724806.0,2267396100.0,2532881485.0,3.9239,20.75108217,0.339938731
Gianyar,Bali,Healthcare Facilities,0,0.45,1090476717.0,1090476717.0,994429169.2,2015261395.0,19364671629.0,2700392445.0,105894000000.0,2108961457.0,2402085429.0,2700392445.0,3105792994.0,3.9239,20.71767943,0.429421382
Gianyar,Bali,Healthcare Facilities,0,0.55,1091586185.0,1091586185.0,956465181.3,2227961530.0,19013757393.0,3162726342.0,105341000000.0,2352536586.0,2749158391.0,3162726342.0,3739245489.0,3.9239,20.67875494,0.51408705
Gianyar,Bali,Healthcare Facilities,0,0.65,1092682813.0,1092682813.0,916152929.2,2432426298.0,18650310586.0,3645362274.0,104726000000.0,2590151248.0,3100701554.0,3645362274.0,4423005131.0,3.9239,20.63569386,0.593646264
Gianyar,Bali,Healthcare Facilities,0,0.75,1093758331.0,1093758331.0,875006664.5,2625617574.0,18280365697.0,4139547487.0,104057000000.0,2817971235.0,3450356284.0,4139547487.0,5145816812.0,3.9239,20.58974206,0.668047231
Gianyar,Bali,Healthcare Facilities,0,0.85,1094807084.0,1094807084.0,834176562.6,2805621004.0,17909145494.0,4637461217.0,103346000000.0,3033348242.0,3792969680.0,4637461217.0,5896496650.0,3.9239,20.54195564,0.73741218
Gianyar,Bali,Healthcare Facilities,0,0.95,1095825552.0,1095825552.0,794472904.8,2971479942.0,17540901092.0,5132554871.0,102601000000.0,3234697530.0,4124666519.0,5132554871.0,6664703096.0,3.9239,20.49318944,0.801978061
Jembrana,Bali,Healthcare Facilities,0,0.15,3107262640.0,3107262640.0,3072884983.0,3927384628.0,57958677044.0,4347625114.0,306148000000.0,3989876819.0,4174385428.0,4347625114.0,4564077931.0,3.9239,21.84588269,0.14916638
Jembrana,Bali,Healthcare Facilities,0,0.25,3110324853.0,3110324853.0,3017458329.0,4524069126.0,57170163259.0,5350605933.0,305198000000.0,4643507345.0,5003263060.0,5350605933.0,5797398532.0,3.9239,21.8276807,0.246220677
Jembrana,Bali,Healthcare Facilities,0,0.35,3113472772.0,3113472772.0,2938677293.0,5140287614.0,56294021568.0,6480355197.0,304032000000.0,5328584234.0,5906824501.0,6480355197.0,7239128484.0,3.9239,21.80122542,0.339938731
Jembrana,Bali,Healthcare Facilities,0,0.45,3116660996.0,3116660996.0,2842150187.0,5759762210.0,55345626211.0,7717916097.0,302653000000.0,6027563737.0,6865333162.0,7717916097.0,8876580064.0,3.9239,21.76782671,0.429421382
Jembrana,Bali,Healthcare Facilities,0,0.55,3119849728.0,3119849728.0,2733661965.0,6367710830.0,54342997951.0,9039351223.0,301074000000.0,6723757342.0,7857337492.0,9039351223.0,10687093863.0,3.9239,21.72890793,0.51408705
Jembrana,Bali,Healthcare Facilities,0,0.65,3123006823.0,3123006823.0,2618465135.0,6952140032.0,53304624654.0,10418843527.0,299317000000.0,7402935166.0,8862143701.0,10418843527.0,12641431748.0,3.9239,21.68585416,0.593646264
Jembrana,Bali,Healthcare Facilities,0,0.75,3126108179.0,3126108179.0,2500886543.0,7504367594.0,52247739858.0,11831382577.0,297409000000.0,8054140188.0,9861581575.0,11831382577.0,14707435431.0,3.9239,21.63991112,0.668047231
Jembrana,Bali,Healthcare Facilities,0,0.85,3129137009.0,3129137009.0,2384212518.0,8018921915.0,51187255540.0,13254619683.0,295379000000.0,8669803462.0,10840925288.0,13254619683.0,16853148071.0,3.9239,21.59213473,0.73741218
Jembrana,Bali,Healthcare Facilities,0,0.95,3132082574.0,3132082574.0,2270758092.0,8493067649.0,50135307148.0,14669840140.0,293254000000.0,9245394711.0,11789099188.0,14669840140.0,19049017778.0,3.9239,21.54337957,0.801978061
Karangasem,Bali,Healthcare Facilities,0,0.15,5854867172.0,5854867172.0,5790090987.0,7400184019.0,109209000000.0,8192023174.0,576860000000.0,7517935080.0,7865595875.0,8192023174.0,8599874919.0,3.9239,22.47941384,0.14916638
Karangasem,Bali,Healthcare Facilities,0,0.25,5860598847.0,5860598847.0,5685616018.0,8524432513.0,107722000000.0,10081826317.0,575067000000.0,8749482796.0,9427348944.0,10081826317.0,10923690855.0,3.9239,22.46120532,0.246220677
Karangasem,Bali,Healthcare Facilities,0,0.35,5866501864.0,5866501864.0,5537146807.0,9685489188.0,106071000000.0,12210486049.0,572867000000.0,10040283513.0,11129821742.0,12210486049.0,13640190186.0,3.9239,22.43474519,0.339938731
Karangasem,Bali,Healthcare Facilities,0,0.45,5872496630.0,5872496630.0,5355255966.0,10852699157.0,104284000000.0,14542305475.0,570267000000.0,11357298010.0,12935845735.0,14542305475.0,16725491342.0,3.9239,22.40134434,0.429421382
Karangasem,Bali,Healthcare Facilities,0,0.55,5878512010.0,5878512010.0,5150845743.0,11998226790.0,102395000000.0,17032209676.0,567292000000.0,12669100032.0,14805024869.0,17032209676.0,20136934500.0,3.9239,22.36242676,0.51408705
Karangasem,Bali,Healthcare Facilities,0,0.65,5884489367.0,5884489367.0,4933812545.0,13099489182.0,100439000000.0,19631585016.0,563985000000.0,13948894683.0,16698391432.0,19631585016.0,23819471080.0,3.9239,22.31937786,0.593646264
Karangasem,Bali,Healthcare Facilities,0,0.75,5890383671.0,5890383671.0,4712306937.0,14140139051.0,98448043405.0,22293336873.0,560394000000.0,15176050581.0,18581730303.0,22293336873.0,27712552650.0,3.9239,22.27344342,0.668047231
Karangasem,Bali,Healthcare Facilities,0,0.85,5896162574.0,5896162574.0,4492518089.0,15109874429.0,96450995753.0,24975382120.0,556576000000.0,16336315907.0,20427311991.0,24975382120.0,31756008325.0,3.9239,22.2256792,0.73741218
Karangasem,Bali,Healthcare Facilities,0,0.95,5901804428.0,5901804428.0,4278804868.0,16003544947.0,94470299142.0,27642479227.0,552581000000.0,17421159932.0,22214279521.0,27642479227.0,35894193339.0,3.9239,22.17693957,0.801978061
Klungkung,Bali,Healthcare Facilities,0,0.15,2334261231.0,2334261231.0,2308435788.0,2950359444.0,43540153658.0,3266055665.0,229987000000.0,2997305298.0,3135913245.0,3266055665.0,3428660980.0,3.9239,21.55983598,0.14916638
Klungkung,Bali,Healthcare Facilities,0,0.25,2336563817.0,2336563817.0,2266799863.0,3398608417.0,42947840233.0,4019526194.0,229274000000.0,3488333778.0,3758592425.0,4019526194.0,4355169405.0,3.9239,21.54163492,0.246220677
Klungkung,Bali,Healthcare Facilities,0,0.35,2338931442.0,2338931442.0,2207619986.0,3861533792.0,42289708848.0,4868231597.0,228398000000.0,4002987698.0,4437378631.0,4868231597.0,5438244193.0,3.9239,21.51518084,0.339938731
Klungkung,Bali,Healthcare Facilities,0,0.45,2341330040.0,2341330040.0,2135109214.0,4326907643.0,41577308983.0,5797932091.0,227362000000.0,4528088253.0,5157445993.0,5797932091.0,6668355520.0,3.9239,21.48178364,0.429421382
Klungkung,Bali,Healthcare Facilities,0,0.55,2343729664.0,2343729664.0,2053613218.0,4783625516.0,40824176626.0,6790646170.0,226176000000.0,5051098903.0,5902680118.0,6790646170.0,8028482490.0,3.9239,21.44286662,0.51408705
Klungkung,Bali,Healthcare Facilities,0,0.65,2346106058.0,2346106058.0,1967077648.0,5222677622.0,40044197765.0,7826979993.0,224857000000.0,5561329842.0,6657535575.0,7826979993.0,9496661804.0,3.9239,21.39981485,0.593646264
Klungkung,Bali,Healthcare Facilities,0,0.75,2348440981.0,2348440981.0,1878752785.0,5637541436.0,39250315857.0,8888145295.0,223424000000.0,6050549693.0,7408362404.0,8888145295.0,11048736035.0,3.9239,21.35387398,0.668047231
Klungkung,Bali,Healthcare Facilities,0,0.85,2350721681.0,2350721681.0,1791107274.0,6024106183.0,38453730546.0,9957353025.0,221899000000.0,6513072106.0,8144097891.0,9957353025.0,12660698605.0,3.9239,21.30609985,0.73741218
Klungkung,Bali,Healthcare Facilities,0,0.95,2352939965.0,2352939965.0,1705880142.0,6380316553.0,37663556126.0,11020543782.0,220304000000.0,6945493354.0,8856421237.0,11020543782.0,14310349154.0,3.9239,21.25734703,0.801978061
Tabanan,Bali,Healthcare Facilities,0,0.15,4549149668.0,4549149668.0,4498819481.0,5749839182.0,84853688586.0,6365087099.0,448212000000.0,5841330106.0,6111457667.0,6365087099.0,6681982185.0,3.9239,22.22708086,0.14916638
Tabanan,Bali,Healthcare Facilities,0,0.25,4553596867.0,4553596867.0,4417637849.0,6623355428.0,83698613035.0,7833426912.0,446819000000.0,6798216102.0,7324907870.0,7833426912.0,8487542954.0,3.9239,22.20887097,0.246220677
Tabanan,Bali,Healthcare Facilities,0,0.35,4558179180.0,4558179180.0,4302275509.0,7525471940.0,82415442783.0,9487354573.0,445109000000.0,7801141521.0,8647695495.0,9487354573.0,10598212079.0,3.9239,22.18240991,0.339938731
Tabanan,Bali,Healthcare Facilities,0,0.45,4562835830.0,4562835830.0,4160948118.0,8432373432.0,81026780449.0,11299138450.0,443088000000.0,8824438659.0,10050944960.0,11299138450.0,12995438903.0,3.9239,22.1490088,0.429421382
Tabanan,Bali,Healthcare Facilities,0,0.55,4567512223.0,4567512223.0,4002126873.0,9322435239.0,79559058606.0,13233761493.0,440777000000.0,9843693293.0,11503273606.0,13233761493.0,15646084299.0,3.9239,22.11009177,0.51408705
Tabanan,Bali,Healthcare Facilities,0,0.65,4572163123.0,4572163123.0,3833500983.0,10178113619.0,78039355318.0,15253457599.0,438208000000.0,10838089407.0,12974408611.0,15253457599.0,18507384496.0,3.9239,22.06704432,0.593646264
Tabanan,Bali,Healthcare Facilities,0,0.75,4576753585.0,4576753585.0,3661402868.0,10986709135.0,76492884120.0,17321640685.0,435419000000.0,11791599288.0,14437769342.0,17321640685.0,21532302778.0,3.9239,22.02111221,0.668047231
Tabanan,Bali,Healthcare Facilities,0,0.85,4581258318.0,4581258318.0,3490640837.0,11740218666.0,74941442165.0,19405617745.0,432454000000.0,12693151213.0,15871813538.0,19405617745.0,24674095303.0,3.9239,21.97335118,0.73741218
Tabanan,Bali,Healthcare Facilities,0,0.95,4585660221.0,4585660221.0,3324601063.0,12434641025.0,73402753028.0,21478010488.0,429352000000.0,13536117823.0,17260337780.0,21478010488.0,27889533882.0,3.9239,21.92461552,0.801978061
Badung,Bali,Healthcare Facilities,1,0.15,3949813597.0,3949813597.0,3906114253.0,4992316068.0,73674483666.0,5526507018.0,389162000000.0,5071753351.0,5306292461.0,5526507018.0,5801652179.0,3.9239,22.08580892,0.14916638
Badung,Bali,Healthcare Facilities,1,0.25,3953812665.0,3953812665.0,3835761704.0,5750949708.0,72674118040.0,6801634716.0,387965000000.0,5902778332.0,6360096062.0,6801634716.0,7369592830.0,3.9239,22.06763387,0.246220677
Badung,Bali,Healthcare Facilities,1,0.35,3957881038.0,3957881038.0,3735679092.0,6534390493.0,71561583119.0,8237899233.0,386489000000.0,6773755239.0,7508820666.0,8237899233.0,9202460231.0,3.9239,22.04119546,0.339938731
Badung,Bali,Healthcare Facilities,1,0.45,3961940682.0,3961940682.0,3612978910.0,7321885904.0,70356092083.0,9811117026.0,384737000000.0,7662318747.0,8727302321.0,9811117026.0,11284025986.0,3.9239,22.00779845,0.429421382
Badung,Bali,Healthcare Facilities,1,0.55,3965928582.0,3965928582.0,3475009717.0,8094584221.0,69080394121.0,11490752601.0,382723000000.0,8547187765.0,9988185988.0,11490752601.0,13585350163.0,3.9239,21.96886311,0.51408705
Badung,Bali,Healthcare Facilities,1,0.65,3969798491.0,3969798491.0,3328452203.0,8837186906.0,67757975083.0,13243874142.0,380476000000.0,9410213462.0,11265080956.0,13243874142.0,16069108880.0,3.9239,21.92577323,0.593646264
Badung,Bali,Healthcare Facilities,1,0.75,3973519833.0,3973519833.0,3178815866.0,9538618550.0,66410827340.0,15038581720.0,378029000000.0,10237421080.0,12534815728.0,15038581720.0,18694262329.0,3.9239,21.8797746,0.668047231
Badung,Bali,Healthcare Facilities,1,0.85,3977075058.0,3977075058.0,3030289857.0,10191900913.0,65058051695.0,16846375596.0,375421000000.0,11019159279.0,13778614820.0,16846375596.0,21420038384.0,3.9239,21.83192411,0.73741218
Badung,Bali,Healthcare Facilities,1,0.95,3980456524.0,3980456524.0,2885828725.0,10793548934.0,63715245587.0,18643397646.0,372687000000.0,11749655644.0,14982362585.0,18643397646.0,24208744595.0,3.9239,21.78307795,0.801978061
Bangli,Bali,Healthcare Facilities,1,0.15,9365642978.0,9365642978.0,9262024809.0,11837583921.0,174694000000.0,13104236538.0,922765000000.0,12025942490.0,12582072422.0,13104236538.0,13756649944.0,3.9239,22.94918852,0.14916638
Bangli,Bali,Healthcare Facilities,1,0.25,9374779945.0,9374779945.0,9094872455.0,13635923743.0,172316000000.0,16127174992.0,919894000000.0,13995920552.0,15080254446.0,16127174992.0,17473845357.0,3.9239,22.93097663,0.246220677
Bangli,Bali,Healthcare Facilities,1,0.35,9384197860.0,9384197860.0,8857353568.0,15493142083.0,169674000000.0,19532187955.0,916373000000.0,16060679641.0,17803531268.0,19532187955.0,21819177171.0,3.9239,22.90451386,0.339938731
Bangli,Bali,Healthcare Facilities,1,0.45,9393773856.0,9393773856.0,8566384394.0,17360214578.0,166815000000.0,23262189421.0,912212000000.0,18167381922.0,20692461337.0,23262189421.0,26754461211.0,3.9239,22.87111159,0.429421382
Bangli,Bali,Healthcare Facilities,1,0.55,9403397145.0,9403397145.0,8239406174.0,19192627545.0,163793000000.0,27245097322.0,907453000000.0,20265771143.0,23682443506.0,27245097322.0,32211483458.0,3.9239,22.83219411,0.51408705
Bangli,Bali,Healthcare Facilities,1,0.65,9412975546.0,9412975546.0,7892249257.0,20954268695.0,160664000000.0,31403171651.0,902164000000.0,22312998859.0,26711162242.0,31403171651.0,38102218356.0,3.9239,22.78914701,0.593646264
Bangli,Bali,Healthcare Facilities,1,0.75,9422437511.0,9422437511.0,7537950008.0,22618998020.0,157480000000.0,35661102113.0,896424000000.0,24276073723.0,29723902956.0,35661102113.0,44329845080.0,3.9239,22.7432161,0.668047231
Bangli,Bali,Healthcare Facilities,1,0.85,9431730939.0,9431730939.0,7186406637.0,24170342716.0,154287000000.0,39951592460.0,890320000000.0,26132206197.0,32676322621.0,39951592460.0,50798145816.0,3.9239,22.69545711,0.73741218
Bangli,Bali,Healthcare Facilities,1,0.95,9440820295.0,9440820295.0,6844589367.0,25600067533.0,151119000000.0,44218286469.0,883936000000.0,27867755064.0,35535067875.0,44218286469.0,57418139328.0,3.9239,22.6467243,0.801978061
Buleleng,Bali,Healthcare Facilities,1,0.15,6145479959.0,6145479959.0,6077488538.0,7767500312.0,114629000000.0,8598643277.0,605494000000.0,7891096077.0,8256013399.0,8598643277.0,9026739193.0,3.9239,22.52785738,0.14916638
Buleleng,Bali,Healthcare Facilities,1,0.25,6151566738.0,6151566738.0,5967896335.0,8947654817.0,113071000000.0,10582370342.0,603618000000.0,9183878430.0,9895399378.0,10582370342.0,11466031896.0,3.9239,22.50966033,0.246220677
Buleleng,Bali,Healthcare Facilities,1,0.35,6157806247.0,6157806247.0,5812096883.0,10166427492.0,111338000000.0,12816804464.0,601314000000.0,10538839325.0,11682479175.0,12816804464.0,14317501347.0,3.9239,22.48320725,0.339938731
Buleleng,Bali,Healthcare Facilities,1,0.45,6164101010.0,6164101010.0,5621176271.0,11391600208.0,109462000000.0,15264417421.0,598584000000.0,11921255394.0,13578187401.0,15264417421.0,17556011449.0,3.9239,22.44980678,0.429421382
Buleleng,Bali,Healthcare Facilities,1,0.55,6170367983.0,6170367983.0,5406574590.0,12593913955.0,107478000000.0,17877823688.0,595457000000.0,13298094667.0,15540063759.0,17877823688.0,21136691684.0,3.9239,22.41088157,0.51408705
Buleleng,Bali,Healthcare Facilities,1,0.65,6176542136.0,6176542136.0,5178682324.0,13749629210.0,105423000000.0,20605919133.0,591976000000.0,14641191508.0,17527148379.0,20605919133.0,25001653940.0,3.9239,22.36781648,0.593646264
Buleleng,Bali,Healthcare Facilities,1,0.75,6182576466.0,6182576466.0,4946061173.0,14841561400.0,103332000000.0,23399199033.0,588193000000.0,15928859377.0,19503478022.0,23399199033.0,29087235297.0,3.9239,22.32185737,0.668047231
Buleleng,Bali,Healthcare Facilities,1,0.85,6188439813.0,6188439813.0,4715215609.0,15858882334.0,101232000000.0,26213430704.0,584166000000.0,17146119444.0,21439909298.0,26213430704.0,33330177678.0,3.9239,22.27406048,0.73741218
Buleleng,Bali,Healthcare Facilities,1,0.95,6194113718.0,6194113718.0,4490728937.0,16796181321.0,99149299673.0,29011578046.0,579950000000.0,18284009074.0,23314526124.0,29011578046.0,37671989654.0,3.9239,22.22528087,0.801978061
Denpasar CIty,Bali,Healthcare Facilities,1,0.15,3450835440.0,3450835440.0,3412656614.0,4361639047.0,64367219618.0,4828345898.0,339999000000.0,4431041055.0,4635950945.0,4828345898.0,5068732096.0,3.9239,21.95075689,0.14916638
Denpasar CIty,Bali,Healthcare Facilities,1,0.25,3454220263.0,3454220263.0,3351085882.0,5024276236.0,63491225417.0,5942199707.0,338943000000.0,5156920232.0,5556452608.0,5942199707.0,6438392267.0,3.9239,21.93255027,0.246220677
Denpasar CIty,Bali,Healthcare Facilities,1,0.35,3457704765.0,3457704765.0,3263583537.0,5708608451.0,62518005105.0,7196836680.0,337647000000.0,5917723535.0,6559895244.0,7196836680.0,8039501512.0,3.9239,21.90609167,0.339938731
Denpasar CIty,Bali,Healthcare Facilities,1,0.45,3461241185.0,3461241185.0,3156380271.0,6396565491.0,61464676806.0,8571214223.0,336115000000.0,6693975339.0,7624369130.0,8571214223.0,9857980876.0,3.9239,21.87269172,0.429421382
Denpasar CIty,Bali,Healthcare Facilities,1,0.55,3464786993.0,3464786993.0,3035901483.0,7071738570.0,60351276133.0,10038761244.0,334361000000.0,7467150347.0,8726061545.0,10038761244.0,11868681838.0,3.9239,21.83377425,0.51408705
Denpasar CIty,Bali,Healthcare Facilities,1,0.65,3468307271.0,3468307271.0,2907980091.0,7720814966.0,59198339205.0,11570820304.0,332411000000.0,8221453015.0,9842001370.0,11570820304.0,14039152691.0,3.9239,21.79072455,0.593646264
Denpasar CIty,Bali,Healthcare Facilities,1,0.75,3471775337.0,3471775337.0,2777420270.0,8334157631.0,58024996024.0,13139629176.0,330295000000.0,8944720933.0,10952018848.0,13139629176.0,16333699500.0,3.9239,21.74478837,0.668047231
Denpasar CIty,Bali,Healthcare Facilities,1,0.85,3475172150.0,3475172150.0,2647870297.0,8905693176.0,56847790411.0,14720379786.0,328043000000.0,9628552360.0,12039767362.0,14720379786.0,18716850888.0,3.9239,21.69702149,0.73741218
Denpasar CIty,Bali,Healthcare Facilities,1,0.95,3478485087.0,3478485087.0,2521899718.0,9432385150.0,55680178962.0,16292297201.0,325688000000.0,10267918187.0,13092951652.0,16292297201.0,21155803750.0,3.9239,21.64827831,0.801978061
Gianyar,Bali,Healthcare Facilities,1,0.15,1219633134.0,1219633134.0,1206139543.0,1541539605.0,22749387838.0,1706488397.0,120166000000.0,1566068444.0,1638490006.0,1706488397.0,1791448395.0,3.9239,20.91069064,0.14916638
Gianyar,Bali,Healthcare Facilities,1,0.25,1220838754.0,1220838754.0,1184387561.0,1775749857.0,22439955357.0,2100175186.0,119794000000.0,1822630750.0,1963839061.0,2100175186.0,2275546489.0,3.9239,20.89249165,0.246220677
Gianyar,Bali,Healthcare Facilities,1,0.35,1222077655.0,1222077655.0,1153468207.0,2017628255.0,22096119328.0,2543621822.0,119337000000.0,2091537073.0,2318503731.0,2543621822.0,2841449986.0,3.9239,20.86603907,0.339938731
Gianyar,Bali,Healthcare Facilities,1,0.45,1223331574.0,1223331574.0,1115582370.0,2260784530.0,21723906475.0,3029386402.0,118795000000.0,2365900250.0,2694736075.0,3029386402.0,3484177673.0,3.9239,20.83264241,0.429421382
Gianyar,Bali,Healthcare Facilities,1,0.55,1224584591.0,1224584591.0,1073000500.0,2499415434.0,21330385663.0,3548071601.0,118176000000.0,2639168662.0,3084114703.0,3548071601.0,4194833600.0,3.9239,20.79372477,0.51408705
Gianyar,Bali,Healthcare Facilities,1,0.65,1225823932.0,1225823932.0,1027784250.0,2728812363.0,20922811980.0,4089542053.0,117486000000.0,2905755768.0,3478515562.0,4089542053.0,4961939069.0,3.9239,20.75067111,0.593646264
Gianyar,Bali,Healthcare Facilities,1,0.75,1227040086.0,1227040086.0,981632068.5,2945566605.0,20507950305.0,4643978985.0,116737000000.0,3161359844.0,3870805233.0,4643978985.0,5772868946.0,3.9239,20.70472712,0.668047231
Gianyar,Bali,Healthcare Facilities,1,0.85,1228226490.0,1228226490.0,935834053.9,3147529907.0,20091655631.0,5202608567.0,115940000000.0,3403009279.0,4255202497.0,5202608567.0,6615077206.0,3.9239,20.65694873,0.73741218
Gianyar,Bali,Healthcare Facilities,1,0.95,1229379006.0,1229379006.0,891299082.8,3333628285.0,19678693835.0,5758083657.0,115106000000.0,3628925447.0,4627359175.0,5758083657.0,7476962046.0,3.9239,20.6081906,0.801978061
Jembrana,Bali,Healthcare Facilities,1,0.15,3665740541.0,3665740541.0,3625184081.0,4633265584.0,68375768883.0,5129037189.0,361173000000.0,4706989689.0,4924660600.0,5129037189.0,5384393739.0,3.9239,22.01117091,0.14916638
